id,published_date,title,isbn,price
699,09/11/11 21:09,School Babysitters 01,9.78602E+12,16500
700,09/11/11 21:12,"Yona,The girl Standing in the Blush of Dawn 03",9.78602E+12,16500
706,16/11/11 21:27,Eighty Eight 03,9.78602E+12,16500
707,16/11/11 21:38,The Adventure of Yoshito Sama 02,9.78602E+12,16500
708,16/11/11 21:43,Love That I Should Have,9.78602E+12,16500
709,16/11/11 21:44,Lost Seven 01,9.78602E+12,16500
710,16/11/11 21:46,Roman Club 02,9.78602E+12,16500
711,16/11/11 21:48,Cinderellas Wish,9.78602E+12,16500
716,25/11/10 23:42,"HAI, MIIKO!  22",9.78979E+12,16500
717,25/11/10 23:53,HOW TO MAKE A PRINCESS Vol. 2,9.78979E+12,16500
